rank,gene_id,protein_id,protein_name,log2_fold_change,fold_change,p_value,cellular_location,immunogenicity_score,combined_score
5050,ENSG00000181915,ENSP00000181915,ADO protein,1.04,2.06,1.235e-07,cytoplasm,0.6599999999999999,1.191
5051,ENSG00000071894,ENSP00000071894,CPSF1 protein,1.06,2.08,2.482e-03,nucleus,0.59,1.191
5052,ENSG00000285650,ENSP00000285650,ENSG00000285650 protein,1.16,2.24,3.215e-02,unknown,0.05,1.191
5053,ENSG00000162851,ENSP00000162851,TFB2M protein,1.10,2.14,3.148e-08,mitochondria,0.3399999999999999,1.190
5054,ENSG00000278845,ENSP00000278845,MRPL45 protein,1.08,2.11,2.106e-04,mitochondria,0.47,1.190
5055,ENSG00000250990,ENSP00000250990,ENSG00000250990 protein,1.15,2.21,1.007e-03,unknown,0.05,1.190
5056,ENSG00000205771,ENSP00000205771,ENSG00000205771 protein,1.15,2.21,1.054e-05,unknown,0.05,1.190
5057,ENSG00000163050,ENSP00000163050,COQ8A protein,1.11,2.15,2.699e-03,mitochondria,0.3,1.190
5058,ENSG00000224452,ENSP00000224452,ENSG00000224452 protein,1.15,2.22,5.561e-03,unknown,0.05,1.190
5059,ENSG00000166669,ENSP00000166669,ATF7IP2 protein,1.05,2.08,7.760e-04,nucleus,0.6,1.190
5060,ENSG00000269102,ENSP00000269102,ENSG00000269102 protein,1.15,2.22,8.406e-03,unknown,0.05,1.190
5061,ENSG00000227765,ENSP00000227765,ENSG00000227765 protein,1.15,2.22,3.706e-03,unknown,0.05,1.190
5062,ENSG00000279873,ENSP00000279873,ENSG00000279873 protein,1.15,2.22,9.517e-03,unknown,0.05,1.190
5063,ENSG00000255059,ENSP00000255059,ENSG00000255059 protein,1.15,2.21,2.983e-03,unknown,0.05,1.190
5064,ENSG00000270937,ENSP00000270937,ENSG00000270937 protein,1.16,2.23,3.828e-03,unknown,0,1.190
5065,ENSG00000188732,ENSP00000188732,ENSG00000188732 protein,1.14,2.20,8.584e-05,unknown,0.1,1.190
5066,ENSG00000125351,ENSP00000125351,UPF3B protein,1.05,2.07,2.822e-04,nucleus,0.63,1.189
5067,ENSG00000255182,ENSP00000255182,ENSG00000255182 protein,1.16,2.23,2.602e-02,unknown,0.05,1.189
5068,ENSG00000090097,ENSP00000090097,PCBP4 protein,1.03,2.04,1.569e-04,cytoplasm,0.73,1.189
5069,ENSG00000234031,ENSP00000234031,ENSG00000234031 protein,1.15,2.21,5.736e-03,unknown,0.05,1.189
5070,ENSG00000140262,ENSP00000140262,TCF12 protein,1.05,2.08,2.346e-04,nucleus,0.58,1.189
5071,ENSG00000071082,ENSP00000071082,RPL31 protein,1.04,2.06,2.301e-03,cytoplasm,0.67,1.189
5072,ENSG00000182810,ENSP00000182810,DDX28 protein,1.09,2.13,9.545e-09,mitochondria,0.35,1.189
5073,ENSG00000185947,ENSP00000185947,ZNF267 protein,1.04,2.05,1.334e-06,nucleus,0.67,1.189
5074,ENSG00000205763,ENSP00000205763,ENSG00000205763 protein,1.14,2.20,2.556e-05,unknown,0.1,1.189
5075,ENSG00000226666,ENSP00000226666,ENSG00000226666 protein,1.14,2.21,1.459e-03,unknown,0.05,1.188
5076,ENSG00000070061,ENSP00000070061,ELP1 protein,1.02,2.03,1.063e-06,cytoplasm,0.77,1.188
5077,ENSG00000272844,ENSP00000272844,ENSG00000272844 protein,1.14,2.21,4.562e-03,unknown,0.05,1.188
5078,ENSG00000285518,ENSP00000285518,ENSG00000285518 protein,1.16,2.23,3.223e-02,unknown,0.05,1.188
5079,ENSG00000134058,ENSP00000134058,CDK7 protein,1.03,2.04,3.038e-04,nucleus,0.7000000000000001,1.188
5080,ENSG00000212719,ENSP00000212719,ENSG00000212719 protein,1.13,2.19,2.255e-04,unknown,0.1,1.188
5081,ENSG00000101997,ENSP00000101997,CCDC22 protein,1.05,2.07,1.172e-04,cytoplasm,0.6,1.188
5082,ENSG00000073050,ENSP00000073050,XRCC1 protein,1.05,2.07,2.395e-07,nucleus,0.59,1.188
5083,ENSG00000160917,ENSP00000160917,CPSF4 protein,1.04,2.06,1.451e-07,nucleus,0.64,1.188
5084,ENSG00000270104,ENSP00000270104,ENSG00000270104 protein,1.14,2.21,2.820e-03,unknown,0.05,1.187
5085,ENSG00000286117,ENSP00000286117,ENSG00000286117 protein,1.17,2.24,4.830e-02,unknown,0.05,1.187
5086,ENSG00000253837,ENSP00000253837,ENSG00000253837 protein,1.15,2.22,1.867e-02,unknown,0.05,1.187
5087,ENSG00000254593,ENSP00000254593,ENSG00000254593 protein,1.14,2.21,4.019e-04,unknown,0.05,1.187
5088,ENSG00000162738,ENSP00000162738,VANGL2 protein,1.01,2.01,1.785e-02,membrane,0.89,1.187
5089,ENSG00000137073,ENSP00000137073,UBAP2 protein,1.03,2.05,3.971e-05,cytoplasm,0.68,1.187
5090,ENSG00000234709,ENSP00000234709,ENSG00000234709 protein,1.14,2.21,5.181e-03,unknown,0.05,1.187
5091,ENSG00000164292,ENSP00000164292,RHOBTB3 protein,1.04,2.05,1.830e-03,cytoplasm,0.67,1.187
5092,ENSG00000160688,ENSP00000160688,FLAD1 protein,1.02,2.03,1.897e-07,cytoplasm,0.76,1.187
5093,ENSG00000219451,ENSP00000219451,ENSG00000219451 protein,1.14,2.21,3.255e-03,unknown,0.05,1.187
5094,ENSG00000103168,ENSP00000103168,TAF1C protein,1.06,2.09,1.438e-03,nucleus,0.51,1.186
5095,ENSG00000249471,ENSP00000249471,ZNF324B protein,1.06,2.09,7.676e-06,nucleus,0.51,1.186
5096,ENSG00000260306,ENSP00000260306,ENSG00000260306 protein,1.15,2.21,1.289e-02,unknown,0.05,1.186
5097,ENSG00000154040,ENSP00000154040,CABYR protein,1.04,2.06,7.686e-03,cytoplasm,0.64,1.186
5098,ENSG00000167526,ENSP00000167526,RPL13 protein,1.04,2.05,3.169e-05,cytoplasm,0.65,1.186
5099,ENSG00000240463,ENSP00000240463,ENSG00000240463 protein,1.14,2.21,7.878e-03,unknown,0.05,1.186
5100,ENSG00000223522,ENSP00000223522,ENSG00000223522 protein,1.16,2.23,3.986e-02,unknown,0.05,1.186
5101,ENSG00000254317,ENSP00000254317,ENSG00000254317 protein,1.15,2.21,1.451e-02,unknown,0.05,1.186
5102,ENSG00000128641,ENSP00000128641,MYO1B protein,1.03,2.04,1.310e-07,cytoplasm,0.6900000000000001,1.186
5103,ENSG00000125995,ENSP00000125995,ROMO1 protein,1.08,2.12,3.392e-03,mitochondria,0.39,1.186
5104,ENSG00000268403,ENSP00000268403,ENSG00000268403 protein,1.14,2.20,9.485e-03,unknown,0.1,1.186
5105,ENSG00000232150,ENSP00000232150,ENSG00000232150 protein,1.14,2.20,3.198e-05,unknown,0.05,1.186
5106,ENSG00000233384,ENSP00000233384,ENSG00000233384 protein,1.15,2.22,2.897e-02,unknown,0.05,1.185
5107,ENSG00000254682,ENSP00000254682,ENSG00000254682 protein,1.13,2.19,7.369e-04,unknown,0.1,1.185
5108,ENSG00000251432,ENSP00000251432,ENSG00000251432 protein,1.13,2.19,1.651e-03,unknown,0.1,1.185
5109,ENSG00000108064,ENSP00000108064,TFAM protein,1.07,2.10,1.559e-08,mitochondria,0.4599999999999999,1.185
5110,ENSG00000233382,ENSP00000233382,ENSG00000233382 protein,1.14,2.20,7.367e-04,unknown,0.05,1.185
5111,ENSG00000214359,ENSP00000214359,ENSG00000214359 protein,1.16,2.23,3.852e-02,unknown,0.05,1.185
5112,ENSG00000277287,ENSP00000277287,ENSG00000277287 protein,1.14,2.21,1.295e-02,unknown,0.05,1.185
5113,ENSG00000278035,ENSP00000278035,ENSG00000278035 protein,1.14,2.20,5.132e-03,unknown,0.05,1.185
5114,ENSG00000232380,ENSP00000232380,ENSG00000232380 protein,1.14,2.20,1.406e-03,unknown,0.05,1.185
5115,ENSG00000235217,ENSP00000235217,ENSG00000235217 protein,1.13,2.19,2.461e-03,unknown,0.1,1.184
5116,ENSG00000212607,ENSP00000212607,SNORA3B protein,1.08,2.12,2.789e-02,nucleus,0.45,1.184
5117,ENSG00000070761,ENSP00000070761,CFAP20 protein,1.02,2.03,2.114e-05,cytoplasm,0.74,1.184
5118,ENSG00000008086,ENSP00000008086,CDKL5 protein,1.04,2.06,5.205e-03,nucleus,0.62,1.184
5119,ENSG00000207870,ENSP00000207870,MIR221 protein,1.14,2.21,1.403e-02,unknown,0.05,1.184
5120,ENSG00000205927,ENSP00000205927,OLIG2 protein,1.07,2.09,2.531e-02,nucleus,0.54,1.184
5121,ENSG00000257218,ENSP00000257218,GATC protein,1.06,2.09,3.243e-07,mitochondria,0.49,1.183
5122,ENSG00000163909,ENSP00000163909,HEYL protein,1.05,2.07,3.557e-03,nucleus,0.57,1.183
5123,ENSG00000249815,ENSP00000249815,ENSG00000249815 protein,1.14,2.20,6.713e-03,unknown,0.05,1.183
5124,ENSG00000272853,ENSP00000272853,ENSG00000272853 protein,1.13,2.20,3.369e-04,unknown,0.05,1.183
5125,ENSG00000204086,ENSP00000204086,RPA4 protein,1.07,2.09,3.638e-02,nucleus,0.56,1.183
5126,ENSG00000278811,ENSP00000278811,ENSG00000278811 protein,1.14,2.21,1.727e-02,unknown,0.05,1.183
5127,ENSG00000233428,ENSP00000233428,ENSG00000233428 protein,1.13,2.19,4.562e-04,unknown,0.05,1.183
5128,ENSG00000204519,ENSP00000204519,ZNF551 protein,1.03,2.05,2.132e-06,nucleus,0.64,1.183
5129,ENSG00000141738,ENSP00000141738,GRB7 protein,1.03,2.04,6.439e-04,cytoplasm,0.6699999999999999,1.183
5130,ENSG00000206828,ENSP00000206828,RNVU1-30 protein,1.14,2.20,4.072e-03,unknown,0.05,1.183
5131,ENSG00000273353,ENSP00000273353,ENSG00000273353 protein,1.14,2.21,1.504e-02,unknown,0.05,1.183
5132,ENSG00000269246,ENSP00000269246,ENSG00000269246 protein,1.15,2.22,3.325e-02,unknown,0.05,1.182
5133,ENSG00000243289,ENSP00000243289,ENSG00000243289 protein,1.14,2.21,1.986e-02,unknown,0.05,1.182
5134,ENSG00000120798,ENSP00000120798,NR2C1 protein,1.04,2.06,1.091e-05,nucleus,0.6,1.182
5135,ENSG00000078699,ENSP00000078699,CBFA2T2 protein,1.05,2.07,2.994e-04,nucleus,0.55,1.182
5136,ENSG00000237015,ENSP00000237015,ENSG00000237015 protein,1.13,2.19,3.142e-03,unknown,0.05,1.182
5137,ENSG00000266313,ENSP00000266313,ENSG00000266313 protein,1.13,2.19,2.015e-03,unknown,0.05,1.182
5138,ENSG00000277290,ENSP00000277290,ENSG00000277290 protein,1.15,2.22,3.640e-02,unknown,0.05,1.182
5139,ENSG00000276575,ENSP00000276575,ENSG00000276575 protein,1.13,2.19,3.426e-04,unknown,0.05,1.182
5140,ENSG00000229953,ENSP00000229953,ENSG00000229953 protein,1.12,2.18,1.500e-03,unknown,0.1,1.182
5141,ENSG00000229780,ENSP00000229780,ENSG00000229780 protein,1.13,2.19,3.208e-03,unknown,0.05,1.182
5142,ENSG00000242405,ENSP00000242405,ENSG00000242405 protein,1.13,2.19,2.725e-03,unknown,0.05,1.182
5143,ENSG00000230832,ENSP00000230832,ENSG00000230832 protein,1.13,2.19,3.945e-03,unknown,0.05,1.182
5144,ENSG00000114942,ENSP00000114942,EEF1B2 protein,1.03,2.04,3.756e-04,cytoplasm,0.66,1.182
5145,ENSG00000287408,ENSP00000287408,ENSG00000287408 protein,1.15,2.22,4.187e-02,unknown,0.05,1.181
5146,ENSG00000196482,ENSP00000196482,ESRRG protein,1.07,2.10,3.561e-02,nucleus,0.5,1.181
5147,ENSG00000170092,ENSP00000170092,ENSG00000170092 protein,1.13,2.19,1.996e-03,unknown,0.05,1.181
5148,ENSG00000241352,ENSP00000241352,ENSG00000241352 protein,1.13,2.19,4.071e-04,unknown,0.05,1.181
5149,ENSG00000269343,ENSP00000269343,ZNF587B protein,1.05,2.06,5.036e-05,nucleus,0.55,1.181
5150,ENSG00000176909,ENSP00000176909,MAMSTR protein,1.06,2.08,2.121e-03,nucleus,0.48,1.181
5151,ENSG00000264357,ENSP00000264357,ENSG00000264357 protein,1.13,2.19,5.202e-03,unknown,0.05,1.181
5152,ENSG00000167196,ENSP00000167196,FBXO22 protein,1.02,2.02,1.608e-07,cytoplasm,0.71,1.181
5153,ENSG00000237307,ENSP00000237307,ENSG00000237307 protein,1.13,2.20,8.368e-03,unknown,0.05,1.181
5154,ENSG00000116675,ENSP00000116675,DNAJC6 protein,1.00,2.00,2.390e-02,membrane,0.87,1.180
5155,ENSG00000101052,ENSP00000101052,IFT52 protein,1.11,2.16,1.901e-03,unknown,0.15,1.180
5156,ENSG00000196312,ENSP00000196312,ENSG00000196312 protein,1.12,2.18,2.417e-04,unknown,0.1,1.180
5157,ENSG00000102125,ENSP00000102125,TAFAZZIN protein,1.07,2.10,5.055e-04,mitochondria,0.3799999999999999,1.180
5158,ENSG00000143321,ENSP00000143321,HDGF protein,1.01,2.01,2.017e-05,secreted,0.75,1.180
5159,ENSG00000184939,ENSP00000184939,ZFP90 protein,1.04,2.06,2.690e-05,nucleus,0.56,1.180
5160,ENSG00000145375,ENSP00000145375,AFG2A protein,1.03,2.05,8.582e-07,cytoplasm,0.61,1.180
5161,ENSG00000272145,ENSP00000272145,ENSG00000272145 protein,1.13,2.19,2.642e-03,unknown,0.05,1.180
5162,ENSG00000213337,ENSP00000213337,ANKRD39 protein,1.12,2.17,1.370e-06,unknown,0.1,1.180
5163,ENSG00000278635,ENSP00000278635,ENSG00000278635 protein,1.14,2.21,3.230e-02,unknown,0.05,1.180
5164,ENSG00000272473,ENSP00000272473,ENSG00000272473 protein,1.13,2.19,1.942e-03,unknown,0.05,1.179
5165,ENSG00000286585,ENSP00000286585,ENSG00000286585 protein,1.13,2.19,8.413e-03,unknown,0.05,1.179
5166,ENSG00000149196,ENSP00000149196,HIKESHI protein,1.03,2.05,5.935e-04,nucleus,0.61,1.179
5167,ENSG00000221926,ENSP00000221926,TRIM16 protein,1.00,2.00,8.312e-05,cytoplasm,0.7899999999999999,1.179
5168,ENSG00000176428,ENSP00000176428,VPS37D protein,1.02,2.03,4.600e-02,membrane,0.8,1.179
5169,ENSG00000147592,ENSP00000147592,LACTB2 protein,1.06,2.09,1.737e-04,mitochondria,0.4399999999999999,1.179
5170,ENSG00000092201,ENSP00000092201,SUPT16H protein,1.02,2.03,1.903e-07,nucleus,0.66,1.179
5171,ENSG00000168743,ENSP00000168743,NPNT protein,1.00,2.00,1.563e-02,secreted,0.82,1.179
5172,ENSG00000168002,ENSP00000168002,POLR2G protein,1.01,2.02,1.174e-04,nucleus,0.7100000000000001,1.179
5173,ENSG00000282826,ENSP00000282826,ENSG00000282826 protein,1.13,2.19,2.397e-02,unknown,0.1,1.179
5174,ENSG00000270804,ENSP00000270804,ENSG00000270804 protein,1.12,2.17,4.124e-03,unknown,0.1,1.178
5175,ENSG00000220105,ENSP00000220105,ENSG00000220105 protein,1.13,2.19,5.232e-03,unknown,0.05,1.178
5176,ENSG00000062598,ENSP00000062598,ELMO2 protein,1.03,2.05,8.031e-05,cytoplasm,0.6,1.178
5177,ENSG00000279459,ENSP00000279459,ENSG00000279459 protein,1.13,2.19,5.800e-03,unknown,0.05,1.178
5178,ENSG00000250144,ENSP00000250144,ENSG00000250144 protein,1.13,2.18,8.675e-05,unknown,0.05,1.178
5179,ENSG00000171467,ENSP00000171467,ZNF318 protein,1.03,2.05,3.534e-06,nucleus,0.59,1.178
5180,ENSG00000185250,ENSP00000185250,PPIL6 protein,1.03,2.04,3.670e-03,cytoplasm,0.62,1.178
5181,ENSG00000232387,ENSP00000232387,ENSG00000232387 protein,1.13,2.19,6.187e-03,unknown,0.05,1.178
5182,ENSG00000246174,ENSP00000246174,ENSG00000246174 protein,1.13,2.19,8.846e-03,unknown,0.05,1.178
5183,ENSG00000261798,ENSP00000261798,ENSG00000261798 protein,1.13,2.19,1.172e-02,unknown,0.05,1.178
5184,ENSG00000003393,ENSP00000003393,ALS2 protein,1.03,2.04,4.962e-06,cytoplasm,0.64,1.178
5185,ENSG00000239532,ENSP00000239532,ENSG00000239532 protein,1.13,2.18,2.875e-03,unknown,0.05,1.178
5186,ENSG00000126067,ENSP00000126067,PSMB2 protein,1.03,2.05,1.607e-06,nucleus,0.59,1.178
5187,ENSG00000170144,ENSP00000170144,HNRNPA3 protein,1.04,2.05,1.617e-06,nucleus,0.57,1.178
5188,ENSG00000120675,ENSP00000120675,DNAJC15 protein,1.05,2.08,7.045e-03,mitochondria,0.4899999999999999,1.178
5189,ENSG00000186141,ENSP00000186141,POLR3C protein,1.03,2.04,3.343e-08,nucleus,0.63,1.177
5190,ENSG00000223263,ENSP00000223263,RNU6-387P protein,1.15,2.21,4.470e-02,unknown,0.05,1.177
5191,ENSG00000172336,ENSP00000172336,POP7 protein,1.03,2.05,9.263e-07,nucleus,0.58,1.177
5192,ENSG00000249459,ENSP00000249459,ENSG00000249459 protein,1.12,2.18,6.114e-04,unknown,0.05,1.177
5193,ENSG00000282886,ENSP00000282886,ENSG00000282886 protein,1.13,2.19,1.312e-02,unknown,0.05,1.177
5194,ENSG00000147604,ENSP00000147604,ENSG00000147604 protein,1.11,2.16,7.303e-04,unknown,0.15,1.177
5195,ENSG00000224965,ENSP00000224965,ENSG00000224965 protein,1.13,2.19,8.789e-03,unknown,0.05,1.177
5196,ENSG00000220749,ENSP00000220749,ENSG00000220749 protein,1.12,2.17,3.267e-03,unknown,0.1,1.177
5197,ENSG00000237310,ENSP00000237310,ENSG00000237310 protein,1.12,2.18,1.074e-03,unknown,0.05,1.177
5198,ENSG00000268535,ENSP00000268535,ENSG00000268535 protein,1.14,2.20,2.762e-02,unknown,0.05,1.177
5199,ENSG00000162244,ENSP00000162244,RPL29 protein,1.02,2.03,3.848e-04,cytoplasm,0.66,1.177
5200,ENSG00000131469,ENSP00000131469,RPL27 protein,1.00,2.00,5.745e-03,cytoplasm,0.78,1.177
5201,ENSG00000261824,ENSP00000261824,ENSG00000261824 protein,1.12,2.17,5.295e-04,unknown,0.1,1.177
5202,ENSG00000111358,ENSP00000111358,GTF2H3 protein,1.02,2.03,1.952e-09,nucleus,0.63,1.177
5203,ENSG00000126814,ENSP00000126814,TRMT5 protein,1.08,2.11,1.034e-07,mitochondria,0.3299999999999999,1.177
5204,ENSG00000258515,ENSP00000258515,ENSG00000258515 protein,1.13,2.19,9.973e-03,unknown,0.05,1.176
5205,ENSG00000169251,ENSP00000169251,NMD3 protein,1.03,2.04,1.206e-06,nucleus,0.62,1.176
5206,ENSG00000136098,ENSP00000136098,NEK3 protein,1.01,2.02,1.130e-04,nucleus,0.68,1.176
5207,ENSG00000239908,ENSP00000239908,ENSG00000239908 protein,1.13,2.18,5.415e-03,unknown,0.05,1.176
5208,ENSG00000007376,ENSP00000007376,RPUSD1 protein,1.11,2.17,1.030e-06,unknown,0.1,1.176
5209,ENSG00000138443,ENSP00000138443,ABI2 protein,1.02,2.02,5.103e-04,cytoplasm,0.6699999999999999,1.176
5210,ENSG00000243055,ENSP00000243055,ENSG00000243055 protein,1.14,2.20,3.465e-02,unknown,0.05,1.176
5211,ENSG00000162385,ENSP00000162385,MAGOH protein,1.02,2.02,1.283e-04,nucleus,0.67,1.176
5212,ENSG00000212864,ENSP00000212864,RNF208 protein,1.04,2.06,2.070e-02,nucleus,0.57,1.176
5213,ENSG00000213347,ENSP00000213347,MXD3 protein,1.04,2.05,5.249e-05,nucleus,0.54,1.175
5214,ENSG00000228205,ENSP00000228205,ENSG00000228205 protein,1.11,2.16,6.131e-05,unknown,0.1,1.175
5215,ENSG00000145041,ENSP00000145041,DCAF1 protein,1.00,2.00,7.144e-06,nucleus,0.74,1.175
5216,ENSG00000129347,ENSP00000129347,KRI1 protein,1.03,2.04,3.311e-06,nucleus,0.58,1.175
5217,ENSG00000270557,ENSP00000270557,ENSG00000270557 protein,1.12,2.18,4.648e-03,unknown,0.05,1.175
5218,ENSG00000105176,ENSP00000105176,URI1 protein,1.03,2.04,5.379e-07,nucleus,0.6,1.175
5219,ENSG00000277142,ENSP00000277142,ENSG00000277142 protein,1.12,2.18,1.581e-03,unknown,0.05,1.175
5220,ENSG00000256897,ENSP00000256897,ENSG00000256897 protein,1.12,2.18,6.336e-03,unknown,0.05,1.175
5221,ENSG00000228653,ENSP00000228653,ENSG00000228653 protein,1.12,2.18,3.839e-03,unknown,0.05,1.175
5222,ENSG00000201882,ENSP00000201882,ENSG00000201882 protein,1.03,2.04,1.725e-02,nucleus,0.64,1.175
5223,ENSG00000172534,ENSP00000172534,HCFC1 protein,1.03,2.05,1.047e-04,nucleus,0.5599999999999999,1.175
5224,ENSG00000136718,ENSP00000136718,IMP4 protein,1.03,2.04,7.597e-08,nucleus,0.59,1.175
5225,ENSG00000134107,ENSP00000134107,BHLHE40 protein,1.03,2.04,5.255e-03,nucleus,0.59,1.175
5226,ENSG00000131876,ENSP00000131876,SNRPA1 protein,1.02,2.02,2.860e-07,nucleus,0.65,1.175
5227,ENSG00000143401,ENSP00000143401,ANP32E protein,1.02,2.03,9.164e-07,nucleus,0.62,1.174
5228,ENSG00000179271,ENSP00000179271,GADD45GIP1 protein,1.05,2.07,3.900e-04,mitochondria,0.47,1.174
5229,ENSG00000138386,ENSP00000138386,NAB1 protein,1.02,2.03,4.786e-05,nucleus,0.63,1.174
5230,ENSG00000138738,ENSP00000138738,PRDM5 protein,1.03,2.05,2.506e-06,nucleus,0.56,1.174
5231,ENSG00000174276,ENSP00000174276,ENSG00000174276 protein,1.11,2.16,3.062e-09,unknown,0.1,1.174
5232,ENSG00000092978,ENSP00000092978,GPATCH2 protein,1.03,2.05,1.659e-07,nucleus,0.56,1.174
5233,ENSG00000089094,ENSP00000089094,KDM2B protein,1.04,2.06,4.082e-07,nucleus,0.5,1.174
5234,ENSG00000211460,ENSP00000211460,TSN protein,1.02,2.03,1.760e-08,nucleus,0.64,1.174
5235,ENSG00000206567,ENSP00000206567,ENSG00000206567 protein,1.11,2.16,1.819e-03,unknown,0.1,1.174
5236,ENSG00000128656,ENSP00000128656,CHN1 protein,1.02,2.03,3.461e-03,cytoplasm,0.61,1.174
5237,ENSG00000181827,ENSP00000181827,RFX7 protein,1.01,2.02,3.330e-05,nucleus,0.66,1.174
5238,ENSG00000145414,ENSP00000145414,NAF1 protein,1.01,2.01,1.025e-05,nucleus,0.69,1.174
5239,ENSG00000109654,ENSP00000109654,TRIM2 protein,1.00,2.00,2.187e-05,cytoplasm,0.73,1.174
5240,ENSG00000183943,ENSP00000183943,PRKX protein,1.04,2.06,4.603e-04,nucleus,0.51,1.173
5241,ENSG00000272072,ENSP00000272072,ENSG00000272072 protein,1.12,2.17,2.375e-03,unknown,0.05,1.173
5242,ENSG00000283265,ENSP00000283265,ENSG00000283265 protein,1.13,2.19,2.816e-02,unknown,0.05,1.173
5243,ENSG00000163104,ENSP00000163104,SMARCAD1 protein,1.03,2.04,1.289e-06,nucleus,0.59,1.173
5244,ENSG00000189306,ENSP00000189306,RRP7A protein,1.00,2.00,1.548e-03,nucleus,0.7200000000000001,1.173
5245,ENSG00000107951,ENSP00000107951,MTPAP protein,1.07,2.10,3.879e-08,mitochondria,0.31,1.173
5246,ENSG00000251880,ENSP00000251880,ENSG00000251880 protein,1.12,2.17,3.982e-03,unknown,0.05,1.173
5247,ENSG00000140986,ENSP00000140986,RPL3L protein,1.03,2.04,2.345e-02,cytoplasm,0.64,1.173
5248,ENSG00000235776,ENSP00000235776,ENSG00000235776 protein,1.12,2.17,7.263e-03,unknown,0.05,1.173
5249,ENSG00000250767,ENSP00000250767,ENSG00000250767 protein,1.13,2.19,3.363e-02,unknown,0.05,1.173
5250,ENSG00000279529,ENSP00000279529,ENSG00000279529 protein,1.12,2.17,2.551e-03,unknown,0.05,1.173
5251,ENSG00000184117,ENSP00000184117,NIPSNAP1 protein,1.06,2.08,1.224e-05,mitochondria,0.41,1.173
5252,ENSG00000196705,ENSP00000196705,ZNF431 protein,1.02,2.02,3.720e-05,nucleus,0.63,1.173
5253,ENSG00000242314,ENSP00000242314,ENSG00000242314 protein,1.12,2.17,8.282e-03,unknown,0.05,1.173
5254,ENSG00000225721,ENSP00000225721,ENSG00000225721 protein,1.12,2.18,1.344e-02,unknown,0.05,1.172
5255,ENSG00000234369,ENSP00000234369,ENSG00000234369 protein,1.12,2.18,1.300e-02,unknown,0.05,1.172
5256,ENSG00000273841,ENSP00000273841,TAF9 protein,1.01,2.01,7.350e-03,nucleus,0.7000000000000001,1.172
5257,ENSG00000233871,ENSP00000233871,ENSG00000233871 protein,1.12,2.18,1.224e-02,unknown,0.05,1.172
5258,ENSG00000188162,ENSP00000188162,OTOG protein,1.03,2.04,3.226e-02,secreted,0.67,1.172
5259,ENSG00000267544,ENSP00000267544,ENSG00000267544 protein,1.12,2.17,3.228e-03,unknown,0.05,1.172
5260,ENSG00000185414,ENSP00000185414,MRPL30 protein,1.04,2.06,3.978e-06,mitochondria,0.4899999999999999,1.172
5261,ENSG00000272798,ENSP00000272798,ENSG00000272798 protein,1.13,2.18,2.594e-03,unknown,0,1.172
5262,ENSG00000112365,ENSP00000112365,ZBTB24 protein,1.02,2.03,1.901e-07,nucleus,0.58,1.172
5263,ENSG00000285923,ENSP00000285923,ENSG00000285923 protein,1.12,2.17,9.445e-03,unknown,0.05,1.172
5264,ENSG00000172785,ENSP00000172785,ZNG1A protein,1.04,2.05,1.880e-05,nucleus,0.51,1.172
5265,ENSG00000267119,ENSP00000267119,ENSG00000267119 protein,1.12,2.17,4.275e-04,unknown,0.05,1.172
5266,ENSG00000148200,ENSP00000148200,NR6A1 protein,1.01,2.01,1.254e-03,nucleus,0.69,1.172
5267,ENSG00000248896,ENSP00000248896,ENSG00000248896 protein,1.12,2.17,8.800e-03,unknown,0.05,1.171
5268,ENSG00000075407,ENSP00000075407,ZNF37A protein,1.01,2.02,1.706e-07,nucleus,0.64,1.171
5269,ENSG00000100207,ENSP00000100207,TCF20 protein,1.03,2.04,3.525e-04,nucleus,0.57,1.171
5270,ENSG00000168970,ENSP00000168970,ENSG00000168970 protein,1.13,2.18,2.401e-02,unknown,0.05,1.171
5271,ENSG00000251893,ENSP00000251893,SNORA70 protein,1.06,2.08,4.449e-02,nucleus,0.51,1.171
5272,ENSG00000270706,ENSP00000270706,ENSG00000270706 protein,1.12,2.17,2.574e-03,unknown,0.05,1.171
5273,ENSG00000123352,ENSP00000123352,SPATS2 protein,1.00,2.00,4.301e-08,cytoplasm,0.7,1.171
5274,ENSG00000277968,ENSP00000277968,ENSG00000277968 protein,1.00,2.00,1.116e-02,cytoplasm,0.74,1.171
5275,ENSG00000136045,ENSP00000136045,PWP1 protein,1.02,2.03,4.555e-07,nucleus,0.58,1.170
5276,ENSG00000175305,ENSP00000175305,CCNE2 protein,1.02,2.03,6.730e-05,nucleus,0.57,1.170
5277,ENSG00000220305,ENSP00000220305,ENSG00000220305 protein,1.12,2.18,2.279e-02,unknown,0.05,1.170
5278,ENSG00000286153,ENSP00000286153,ENSG00000286153 protein,1.12,2.18,2.125e-02,unknown,0.05,1.170
5279,ENSG00000128694,ENSP00000128694,OSGEPL1 protein,1.06,2.09,2.113e-06,mitochondria,0.35,1.170
5280,ENSG00000254388,ENSP00000254388,ENSG00000254388 protein,1.12,2.17,6.541e-03,unknown,0.05,1.170
5281,ENSG00000267201,ENSP00000267201,ENSG00000267201 protein,1.12,2.17,6.791e-03,unknown,0.05,1.170
